,Instrument,Date,52 Week Total Return,Price Open,Price Close,P/E (Daily Time Series Ratio)
46,AAPL.O,2024-09-04T00:00:00Z,21.3561834087434,221.66,220.85,33.6256130184488
47,AAPL.O,2024-09-03T00:00:00Z,18.0297072008547,228.55,222.77,33.9179434553762
48,AAPL.O,2024-08-30T00:00:00Z,21.4842299475517,230.19,229.0,34.8664948210314
49,AAPL.O,2024-08-29T00:00:00Z,22.9350283071418,230.1,229.79,34.9867766153921
50,AAPL.O,2024-08-28T00:00:00Z,21.3116246012824,227.92,226.49,34.4843336769231
51,AAPL.O,2024-08-27T00:00:00Z,24.478107476599,225.995,228.03,34.7188070482087
52,AAPL.O,2024-08-26T00:00:00Z,26.7188916590573,226.76,227.18,34.5893899276939
53,AAPL.O,2024-08-23T00:00:00Z,27.648531793868,225.6589,226.84,34.537623079488
54,AAPL.O,2024-08-22T00:00:00Z,27.9460827503176,227.79,224.53,34.1859130225597
55,AAPL.O,2024-08-21T00:00:00Z,25.6353832199085,226.52,226.4,34.4706306876921
56,AAPL.O,2024-08-20T00:00:00Z,28.4553208970947,225.77,226.51,34.4873787856411
57,AAPL.O,2024-08-19T00:00:00Z,29.1163635837399,225.72,225.89,34.3929804153833
58,AAPL.O,2024-08-16T00:00:00Z,30.2074772290658,223.92,226.05,34.4173412851272
59,AAPL.O,2024-08-15T00:00:00Z,29.8059003095509,224.6,224.72,34.2148415553806
60,AAPL.O,2024-08-14T00:00:00Z,26.2088788251677,220.57,221.72,33.7580752476815
61,AAPL.O,2024-08-13T00:00:00Z,25.3281093052446,219.01,221.27,33.6895603015267
62,AAPL.O,2024-08-12T00:00:00Z,21.8297778312633,216.07,217.53,33.1201249712618
63,AAPL.O,2024-08-09T00:00:00Z,22.1045436745451,212.1,216.24,32.9237154589512
64,AAPL.O,2024-08-08T00:00:00Z,20.4906644570676,213.11,213.31,32.4776070317651
65,AAPL.O,2024-08-07T00:00:00Z,18.3729685432314,206.9,209.82,31.9462355604751
66,AAPL.O,2024-08-06T00:00:00Z,15.8649086799059,205.3,207.23,31.5518939814949
67,AAPL.O,2024-08-05T00:00:00Z,17.6269981415019,199.09,209.27,31.8624950707303
68,AAPL.O,2024-08-02T00:00:00Z,21.4472492845693,219.15,219.86,34.188805055701
69,AAPL.O,2024-08-01T00:00:00Z,14.8265534508599,224.37,218.36,33.9555511323701
70,AAPL.O,2024-07-31T00:00:00Z,15.9277082518352,221.44,222.08,34.5340208622309
71,AAPL.O,2024-07-30T00:00:00Z,12.4491947589805,219.19,218.8,34.0239722832138
72,AAPL.O,2024-07-29T00:00:00Z,11.67894532562,216.96,218.24,33.9368908185036
73,AAPL.O,2024-07-26T00:00:00Z,11.8887853926869,218.7,217.96,33.8933500861485
74,AAPL.O,2024-07-25T00:00:00Z,13.1556385058422,218.93,217.49,33.8202638568381
75,AAPL.O,2024-07-24T00:00:00Z,12.9536624375847,224.0,218.54,33.9835416031698
76,AAPL.O,2024-07-23T00:00:00Z,16.8262907346383,224.365,225.01,34.9896435258041
77,AAPL.O,2024-07-22T00:00:00Z,16.805974268111,227.01,223.96,34.8263657794724
78,AAPL.O,2024-07-19T00:00:00Z,17.4822157833415,224.82,224.31,34.8807916949163
79,AAPL.O,2024-07-18T00:00:00Z,16.6906632790736,230.28,224.18,34.8605763548943
80,AAPL.O,2024-07-17T00:00:00Z,17.9341440873231,229.45,228.88,35.591438647998
81,AAPL.O,2024-07-16T00:00:00Z,21.8504645698588,235.0,234.82,36.5151241843888
82,AAPL.O,2024-07-15T00:00:00Z,21.4695012752866,236.48,234.4,36.4498130858561
83,AAPL.O,2024-07-12T00:00:00Z,21.5366759527729,228.92,230.54,35.8495729898177
84,AAPL.O,2024-07-11T00:00:00Z,20.0653891185412,231.39,227.57,35.3877302216223
85,AAPL.O,2024-07-10T00:00:00Z,23.4184441911642,229.3,232.98,36.2289993717694
86,AAPL.O,2024-07-09T00:00:00Z,22.2290824198383,227.93,228.68,35.5603381248873
87,AAPL.O,2024-07-08T00:00:00Z,21.4272379779721,227.09,227.82,35.4266058755108
88,AAPL.O,2024-07-05T00:00:00Z,19.3287667816261,221.65,226.34,35.1964620044909
89,AAPL.O,2024-07-03T00:00:00Z,16.4066167197154,220.0,221.55,34.4516044759873
90,AAPL.O,2024-07-02T00:00:00Z,15.0545649054306,216.15,220.27,34.2525611280782
91,AAPL.O,2024-07-01T00:00:00Z,13.2159483508972,212.09,216.75,33.7051919213281
92,AAPL.O,2024-06-28T00:00:00Z,9.15761212741186,215.77,210.62,32.7519608879821
93,AAPL.O,2024-06-27T00:00:00Z,13.5246638983952,214.69,214.1,33.29310999011
94,AAPL.O,2024-06-26T00:00:00Z,13.2771035485649,211.5,213.25,33.1609327668891
95,AAPL.O,2024-06-25T00:00:00Z,11.7594540451126,209.15,209.07,32.5109318338735
96,AAPL.O,2024-06-24T00:00:00Z,12.9378284110225,207.72,208.14,32.3663144014082
97,AAPL.O,2024-06-21T00:00:00Z,11.7347759671613,210.39,207.49,32.2652377012981
98,AAPL.O,2024-06-20T00:00:00Z,12.7208838601403,213.93,209.68,32.6057884293614
99,AAPL.O,2024-06-18T00:00:00Z,16.4382543313193,217.59,214.29,33.3226554870653
100,AAPL.O,2024-06-17T00:00:00Z,17.7887688918016,213.37,216.67,33.6927517120838
101,AAPL.O,2024-06-14T00:00:00Z,15.5163866797766,213.85,212.49,33.0427507790681
102,AAPL.O,2024-06-13T00:00:00Z,15.7852535415169,214.74,214.24,33.3148803562876
103,AAPL.O,2024-06-12T00:00:00Z,16.4424937509714,207.37,213.07,33.1329422960894
104,AAPL.O,2024-06-11T00:00:00Z,13.6024674295827,193.65,207.15,32.2123668120098
105,AAPL.O,2024-06-10T00:00:00Z,5.63172184964993,196.9,193.12,30.0306651157872
106,AAPL.O,2024-06-07T00:00:00Z,9.37801952459638,194.65,196.89,30.6169099764258
107,AAPL.O,2024-06-06T00:00:00Z,8.27254167362213,195.685,194.48,30.2421486729407
108,AAPL.O,2024-06-05T00:00:00Z,10.7328050542611,195.4,195.87,30.4582973085607
109,AAPL.O,2024-06-04T00:00:00Z,9.02128314049404,194.635,194.35,30.2219333329186
110,AAPL.O,2024-06-03T00:00:00Z,8.61752448926281,192.9,194.03,30.1721724959414
111,AAPL.O,2024-05-31T00:00:00Z,6.80626917852252,191.44,192.25,29.8953778402553
112,AAPL.O,2024-05-30T00:00:00Z,6.78042698830996,190.76,191.29,29.7460953293234
113,AAPL.O,2024-05-29T00:00:00Z,7.92416726024765,189.61,190.29,29.5905927137695
114,AAPL.O,2024-05-28T00:00:00Z,7.72363289272533,191.51,189.99,29.5439419291032
115,AAPL.O,2024-05-24T00:00:00Z,8.86618495949536,188.82,189.98,29.5423869029477
116,AAPL.O,2024-05-23T00:00:00Z,8.60024645419977,190.98,186.88,29.0603287947303
117,AAPL.O,2024-05-22T00:00:00Z,11.6787767748105,192.265,190.9,29.6854493092574
118,AAPL.O,2024-05-21T00:00:00Z,12.7106974387432,191.09,192.35,29.9109281018107
119,AAPL.O,2024-05-20T00:00:00Z,10.2465842927454,189.325,191.04,29.7072196754349
120,AAPL.O,2024-05-17T00:00:00Z,8.970864911153,189.51,189.87,29.5252816152368
121,AAPL.O,2024-05-16T00:00:00Z,9.0221127931831,190.47,189.84,29.5206165367701
122,AAPL.O,2024-05-15T00:00:00Z,10.4421647492797,187.91,189.72,29.5019562229037
123,AAPL.O,2024-05-14T00:00:00Z,9.50222166157433,187.51,187.43,29.145855233285
124,AAPL.O,2024-05-13T00:00:00Z,8.83035720649172,185.435,186.28,28.9670272253979
125,AAPL.O,2024-05-10T00:00:00Z,6.63343960589824,184.9,183.05,28.4647537771585
126,AAPL.O,2024-05-09T00:00:00Z,6.79136124117399,182.56,184.57,28.7011177528006
127,AAPL.O,2024-05-08T00:00:00Z,5.85132875291967,182.85,182.74,28.4165479663368
128,AAPL.O,2024-05-07T00:00:00Z,6.752324828131,183.45,182.4,28.3636770770484
129,AAPL.O,2024-05-06T00:00:00Z,5.28807189775449,182.354,181.71,28.2563802723162
130,AAPL.O,2024-05-03T00:00:00Z,6.21286613460363,186.645,183.38,28.5329744279946
131,AAPL.O,2024-05-02T00:00:00Z,4.92111559309956,172.51,173.03,26.9225682477692
132,AAPL.O,2024-05-01T00:00:00Z,1.64163200275949,169.58,169.3,26.3421996436879
133,AAPL.O,2024-04-30T00:00:00Z,1.59866005823168,173.33,170.33,26.5024622877103
134,AAPL.O,2024-04-29T00:00:00Z,2.8487605684701,173.37,173.5,26.9956978037794
135,AAPL.O,2024-04-26T00:00:00Z,0.305818475995268,169.88,169.3,26.3421996436879
136,AAPL.O,2024-04-25T00:00:00Z,1.41443230531142,169.525,169.89,26.4340005757008
137,AAPL.O,2024-04-24T00:00:00Z,3.7600305981051,166.54,169.02,26.2986330996818
138,AAPL.O,2024-04-23T00:00:00Z,2.45232325014215,165.35,166.9,25.9687721236356
139,AAPL.O,2024-04-22T00:00:00Z,0.841070359328588,165.515,165.84,25.8038416356125
140,AAPL.O,2024-04-19T00:00:00Z,0.518774435118452,166.21,165.0,25.6731420035942
141,AAPL.O,2024-04-18T00:00:00Z,0.76622449850885,168.03,167.04,25.9905553956387
142,AAPL.O,2024-04-17T00:00:00Z,0.752854696854621,169.61,168.0,26.1399264036596
143,AAPL.O,2024-04-16T00:00:00Z,2.28830273022136,171.75,169.38,26.3546472276897
144,AAPL.O,2024-04-15T00:00:00Z,5.06984947219109,175.36,172.69,26.8696660157617
145,AAPL.O,2024-04-12T00:00:00Z,7.43139475966945,174.26,176.55,27.4702619438458
146,AAPL.O,2024-04-11T00:00:00Z,6.28738210250597,168.34,175.04,27.2353137958129
147,AAPL.O,2024-04-10T00:00:00Z,5.35343049396182,168.8,167.78,26.1056955476548
148,AAPL.O,2024-04-09T00:00:00Z,6.07641625464868,168.7,169.67,26.399769719696
149,AAPL.O,2024-04-08T00:00:00Z,4.51422554075567,169.03,168.45,26.2099440636694
150,AAPL.O,2024-04-05T00:00:00Z,3.53479866086228,169.59,169.58,26.385766187694
151,AAPL.O,2024-04-04T00:00:00Z,3.07079083527182,170.29,168.82,26.2675141396775
152,AAPL.O,2024-04-03T00:00:00Z,4.14678257479617,168.79,169.65,26.3966578236955
153,AAPL.O,2024-04-02T00:00:00Z,2.47930349653303,169.08,168.84,26.2706260356779
154,AAPL.O,2024-04-01T00:00:00Z,2.86621459161733,171.19,170.03,26.4557838477038
155,AAPL.O,2024-03-28T00:00:00Z,6.17793033088663,171.75,171.48,26.6813963077354
156,AAPL.O,2024-03-27T00:00:00Z,8.37233577554512,170.41,173.31,26.9661347917753
157,AAPL.O,2024-03-26T00:00:00Z,8.22143337710224,170.0,169.71,26.4059935116968
158,AAPL.O,2024-03-25T00:00:00Z,8.5147476907995,170.565,170.85,26.5833715837217
159,AAPL.O,2024-03-22T00:00:00Z,8.07783797306316,171.76,172.28,26.8058721477528
160,AAPL.O,2024-03-21T00:00:00Z,8.39986385812175,177.05,171.37,26.664280879733
161,AAPL.O,2024-03-20T00:00:00Z,13.8051470582871,175.72,178.67,27.800122919892
162,AAPL.O,2024-03-19T00:00:00Z,11.1344247711134,174.34,176.08,27.3971323878356
163,AAPL.O,2024-03-18T00:00:00Z,10.9544988274714,175.57,173.72,27.0299286597842
164,AAPL.O,2024-03-15T00:00:00Z,11.9590584581836,171.17,172.62,26.8587743797602
165,AAPL.O,2024-03-14T00:00:00Z,11.5935567871648,172.91,173.0,26.9179004037685
166,AAPL.O,2024-03-13T00:00:00Z,12.4508983126675,172.77,171.13,26.6269381277278
167,AAPL.O,2024-03-12T00:00:00Z,14.1292217431572,173.15,173.23,26.9536872077735
168,AAPL.O,2024-03-11T00:00:00Z,15.4165154885347,172.94,172.75,26.8790017037631
169,AAPL.O,2024-03-08T00:00:00Z,15.5801383794631,169.0,170.73,26.564700207719
170,AAPL.O,2024-03-07T00:00:00Z,12.821116880808,169.15,169.0,26.2955212036814
171,AAPL.O,2024-03-06T00:00:00Z,11.2173461513677,171.06,169.12,26.314192579684
172,AAPL.O,2024-03-05T00:00:00Z,12.8121811656929,170.76,170.12,26.4697873797058
173,AAPL.O,2024-03-04T00:00:00Z,14.4313257380374,176.15,175.1,27.2446494838142
174,AAPL.O,2024-03-01T00:00:00Z,19.5881083831408,179.55,179.66,27.9541617719136
175,AAPL.O,2024-02-29T00:00:00Z,24.5354722358668,181.27,180.75,28.1237601039373
176,AAPL.O,2024-02-28T00:00:00Z,25.5132234269504,182.51,181.42,28.2280086199519
177,AAPL.O,2024-02-27T00:00:00Z,24.5503626344418,181.1,182.63,28.4162783279783
178,AAPL.O,2024-02-26T00:00:00Z,23.1218797114751,182.24,181.16,28.1875539719463
179,AAPL.O,2024-02-23T00:00:00Z,25.0692560187547,185.01,182.52,28.3991628999759
180,AAPL.O,2024-02-22T00:00:00Z,24.0622009629608,183.48,184.37,28.6870132800162
181,AAPL.O,2024-02-21T00:00:00Z,23.0864573157685,181.94,182.32,28.3680439399715
182,AAPL.O,2024-02-20T00:00:00Z,22.9283461099171,181.79,181.56,28.249791891955
183,AAPL.O,2024-02-16T00:00:00Z,20.1428977345606,183.42,182.31,28.3664879919713
184,AAPL.O,2024-02-15T00:00:00Z,20.2499644465832,183.55,183.86,28.6076599320051
185,AAPL.O,2024-02-14T00:00:00Z,19.1835190433119,185.32,184.15,28.6527824240114
186,AAPL.O,2024-02-13T00:00:00Z,21.4245989958024,185.77,185.04,28.7912617960308
187,AAPL.O,2024-02-12T00:00:00Z,22.2903405173768,188.415,187.15,29.1195668240767
188,AAPL.O,2024-02-09T00:00:00Z,25.7219489966846,188.65,188.85,29.3840779841138
189,AAPL.O,2024-02-08T00:00:00Z,25.5170625586773,189.385,188.32,29.3016127401022
190,AAPL.O,2024-02-07T00:00:00Z,25.37102143682,190.64,189.41,29.471211072126
191,AAPL.O,2024-02-06T00:00:00Z,23.0863523147189,186.86,189.3,29.4540956441236
192,AAPL.O,2024-02-05T00:00:00Z,24.381488215858,188.15,187.68,29.2020320680883
193,AAPL.O,2024-02-02T00:00:00Z,20.96042206496,179.86,185.85,28.9172935840484
194,AAPL.O,2024-02-01T00:00:00Z,24.5852476793963,183.985,186.86,30.4845122168077
195,AAPL.O,2024-01-31T00:00:00Z,27.5017437854245,187.04,184.4,30.0831855548504
196,AAPL.O,2024-01-30T00:00:00Z,31.0458345622521,190.94,188.04,30.6770185018117
197,AAPL.O,2024-01-29T00:00:00Z,34.8227703047196,192.01,191.73,31.2790084947477
198,AAPL.O,2024-01-26T00:00:00Z,32.5912422997669,194.27,192.42,31.3915757291991
199,AAPL.O,2024-01-25T00:00:00Z,35.6280458754557,195.22,194.17,31.6770723383151
200,AAPL.O,2024-01-24T00:00:00Z,37.8697099789398,195.42,194.5,31.7309088417484
201,AAPL.O,2024-01-23T00:00:00Z,37.7013634330329,195.02,195.18,31.8418446670049
202,AAPL.O,2024-01-22T00:00:00Z,38.1677962222386,192.3,193.89,31.6313928808565
203,AAPL.O,2024-01-19T00:00:00Z,39.7153955575565,189.33,191.56,31.2512745384335
204,AAPL.O,2024-01-18T00:00:00Z,40.2227520957142,186.09,188.63,30.7732716443136
205,AAPL.O,2024-01-17T00:00:00Z,35.8599348551502,181.27,182.68,29.8025831733193
206,AAPL.O,2024-01-16T00:00:00Z,35.8330900446232,182.16,183.63,29.9575670468394
207,AAPL.O,2024-01-12T00:00:00Z,38.7312566710875,186.06,185.92,30.3311597524826
208,AAPL.O,2024-01-11T00:00:00Z,39.8863696549018,186.54,185.59,30.2773232490493
209,AAPL.O,2024-01-10T00:00:00Z,40.2545085440029,184.35,186.19,30.3752078007462
210,AAPL.O,2024-01-09T00:00:00Z,42.4079419284701,183.92,185.14,30.2039098352766
211,AAPL.O,2024-01-08T00:00:00Z,43.3670679007023,182.085,185.56,30.2724290214645
212,AAPL.O,2024-01-05T00:00:00Z,40.5553723752931,181.99,181.18,29.557871794077
213,AAPL.O,2024-01-04T00:00:00Z,46.3141373694165,182.15,181.91,29.6769646653083
214,AAPL.O,2024-01-03T00:00:00Z,46.6246846812815,184.22,184.25,30.0587144169262
215,AAPL.O,2024-01-02T00:00:00Z,49.2545645617498,187.15,185.64,30.285480295024
216,AAPL.O,2023-12-29T00:00:00Z,49.0040882010275,193.9,192.53,31.4095212303436
217,AAPL.O,2023-12-28T00:00:00Z,50.1866003950988,194.14,193.58,31.5808191958132
218,AAPL.O,2023-12-27T00:00:00Z,54.0974775903988,192.49,193.15,31.5106686004304
219,AAPL.O,2023-12-26T00:00:00Z,49.2916284478318,193.61,193.05,31.4943545084809
220,AAPL.O,2023-12-22T00:00:00Z,47.639135467783,195.18,193.6,31.5840820142031
221,AAPL.O,2023-12-21T00:00:00Z,48.0473204915748,196.1,194.68,31.7602742072575
222,AAPL.O,2023-12-20T00:00:00Z,44.639207317285,196.9,194.83,31.7847453451817
223,AAPL.O,2023-12-19T00:00:00Z,49.68673007086,196.16,196.94,32.1289726853159
224,AAPL.O,2023-12-18T00:00:00Z,48.8099289193168,196.09,195.89,31.9576747198462
225,AAPL.O,2023-12-15T00:00:00Z,47.6983484245533,197.53,197.57,32.2317514645976
226,AAPL.O,2023-12-14T00:00:00Z,45.9428955273229,198.02,198.11,32.3198475611248
227,AAPL.O,2023-12-13T00:00:00Z,38.9995237564947,195.09,197.96,32.2953764232006
228,AAPL.O,2023-12-12T00:00:00Z,34.59348234731,193.08,194.71,31.7651684348423
229,AAPL.O,2023-12-11T00:00:00Z,34.4415721785364,193.11,193.18,31.5155628280152
230,AAPL.O,2023-12-08T00:00:00Z,38.4346522251373,194.2,195.71,31.9283093543372
231,AAPL.O,2023-12-07T00:00:00Z,36.9440526649104,193.63,194.27,31.6933864302646
232,AAPL.O,2023-12-06T00:00:00Z,37.2143065185947,194.45,192.32,31.3752616372496
233,AAPL.O,2023-12-05T00:00:00Z,36.0968180816763,190.21,193.42,31.554716648694
234,AAPL.O,2023-12-04T00:00:00Z,29.9077726422504,189.98,189.43,30.9037843799095
235,AAPL.O,2023-12-01T00:00:00Z,30.1020470539501,190.33,191.24,31.1990694441952
236,AAPL.O,2023-11-30T00:00:00Z,28.7887935390303,189.84,189.95,30.9886176580468
237,AAPL.O,2023-11-29T00:00:00Z,28.638406576765,190.9,189.37,30.8939959247398
238,AAPL.O,2023-11-28T00:00:00Z,35.6231231654595,189.78,190.4,31.0620310718195
239,AAPL.O,2023-11-27T00:00:00Z,32.3296142316027,189.92,189.79,30.9625151109277
240,AAPL.O,2023-11-24T00:00:00Z,28.9762817865539,190.87,189.97,30.9918804764368
241,AAPL.O,2023-11-22T00:00:00Z,27.3411167981277,191.49,191.31,31.2104893085598
242,AAPL.O,2023-11-21T00:00:00Z,27.6471554473061,191.41,190.64,31.1011848924983
243,AAPL.O,2023-11-20T00:00:00Z,30.0689169268481,189.89,191.45,31.2333290372891
244,AAPL.O,2023-11-17T00:00:00Z,26.0791945014732,190.25,189.69,30.9462010189782
245,AAPL.O,2023-11-16T00:00:00Z,26.5693501973863,189.57,189.71,30.9494638373681
246,AAPL.O,2023-11-15T00:00:00Z,27.0622137270004,187.845,188.01,30.6721242742268
247,AAPL.O,2023-11-14T00:00:00Z,25.621632225958,187.7,187.44,30.5791339501148
248,AAPL.O,2023-11-13T00:00:00Z,25.3223705945449,185.82,184.8,30.1484419226484
249,AAPL.O,2023-11-10T00:00:00Z,25.2083578141443,183.97,186.4,30.4094673938401
250,AAPL.O,2023-11-09T00:00:00Z,24.7285698097288,182.96,182.41,29.7585351250557
251,AAPL.O,2023-11-08T00:00:00Z,36.1836583185147,182.35,182.89,29.8368427664132
252,AAPL.O,2023-11-07T00:00:00Z,30.8934274622088,179.18,181.82,29.6622819825537
253,AAPL.O,2023-11-06T00:00:00Z,29.5675731220419,176.38,179.23,29.239747001062
254,AAPL.O,2023-11-03T00:00:00Z,28.2007924193615,174.24,176.65,29.6867306280008
255,AAPL.O,2023-11-02T00:00:00Z,28.6179307476477,175.52,177.57,29.8413402638783
256,AAPL.O,2023-11-01T00:00:00Z,20.6668978447519,171.0,173.97,29.2363460365316
257,AAPL.O,2023-10-31T00:00:00Z,14.0286739143152,169.35,170.77,28.6985733900011
258,AAPL.O,2023-10-30T00:00:00Z,11.7134123829906,169.02,170.29,28.6179074930216
259,AAPL.O,2023-10-27T00:00:00Z,8.65484325632386,166.91,168.22,28.2700358122972
260,AAPL.O,2023-10-26T00:00:00Z,15.9400235239605,170.37,166.89,28.046524056083
261,AAPL.O,2023-10-25T00:00:00Z,15.2434932102762,171.88,171.1,28.7540311941746
262,AAPL.O,2023-10-24T00:00:00Z,14.5267521926413,173.05,173.44,29.14727744195
263,AAPL.O,2023-10-23T00:00:00Z,16.4452600499676,170.91,173.0,29.073333703052
264,AAPL.O,2023-10-20T00:00:00Z,18.0870024233203,175.31,172.88,29.0531672288071
265,AAPL.O,2023-10-19T00:00:00Z,23.0923014171445,176.04,175.46,29.4867464250723
266,AAPL.O,2023-10-18T00:00:00Z,22.9558652929748,175.58,175.84,29.5506069268478
267,AAPL.O,2023-10-17T00:00:00Z,23.9666698127674,176.645,177.15,29.7707576040212
268,AAPL.O,2023-10-16T00:00:00Z,26.2421262781145,176.75,178.72,30.0346023087252
269,AAPL.O,2023-10-13T00:00:00Z,30.0131406979957,181.42,178.85,30.0564493224905
270,AAPL.O,2023-10-12T00:00:00Z,27.1300304753348,180.07,180.71,30.3690296732863
271,AAPL.O,2023-10-11T00:00:00Z,30.741525312901,178.2,179.8,30.2161005769292
272,AAPL.O,2023-10-10T00:00:00Z,29.1189035667836,178.1,178.39,29.9791445045517
273,AAPL.O,2023-10-09T00:00:00Z,28.2246229573779,176.81,178.99,30.0799768757762
274,AAPL.O,2023-10-06T00:00:00Z,27.4495732074756,173.8,177.49,29.827895947715
275,AAPL.O,2023-10-05T00:00:00Z,20.9852056472233,173.79,174.91,29.3943167514499
276,AAPL.O,2023-10-04T00:00:00Z,19.3247000445359,171.09,173.66,29.1842493113989
277,AAPL.O,2023-10-03T00:00:00Z,18.7021750631144,172.255,172.4,28.9725013318276
278,AAPL.O,2023-10-02T00:00:00Z,22.6970132471401,171.22,173.75,29.1993741670826
279,AAPL.O,2023-09-29T00:00:00Z,24.6214257575163,172.02,171.21,28.7725171288991
280,AAPL.O,2023-09-28T00:00:00Z,20.5107538848732,169.34,170.69,28.6851290738379
281,AAPL.O,2023-09-27T00:00:00Z,14.4168299550557,172.62,170.43,28.6414350463073
282,AAPL.O,2023-09-26T00:00:00Z,13.9834374154179,174.82,171.96,28.8985575929296
283,AAPL.O,2023-09-25T00:00:00Z,17.4807542368002,174.2,176.08,29.5909398753376
284,AAPL.O,2023-09-22T00:00:00Z,16.8836481397261,174.67,174.79,29.374150277205
285,AAPL.O,2023-09-21T00:00:00Z,14.5495380288775,174.55,173.93,29.2296238784499
286,AAPL.O,2023-09-20T00:00:00Z,14.8401178587363,179.26,175.49,29.4917880436335
287,AAPL.O,2023-09-19T00:00:00Z,14.8078334432453,177.52,179.07,30.0934211919394
288,AAPL.O,2023-09-18T00:00:00Z,15.8900555474125,176.48,177.97,29.9085618446946
289,AAPL.O,2023-09-15T00:00:00Z,16.8210872391776,176.48,175.01,29.4111221466539
